,text,sarcasm
74,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",0.0
75,The blunt instrument that will be the focus of my murder trial?,1.0
76,Would it work if I just punched you in the face?,0.0
77,Answering the question once and for all why Wolowitz bailed out of medical school.,0.0
78,My aunt Marion gave them to me for my 12th birthday.,0.0
79,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,1.0
80,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",1.0
81,"""Dave."" Sounds like Leonard's got a new BFF.",1.0
82,"If you don't like this stuff, let's go next door and build her a bear.",1.0
83,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""",1.0
84,No. The dark crescent-shaped patterns under your arms conceal it nicely.,1.0
85,Why don't you just lie down on the floor and swim there?,1.0
86,I hope I'm a waitress at the Cheesecake Factory for my whole life.,1.0
87,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1.0
88,There's no hurry. Tell them more about their secret love for each other.,0.0
89,"Kind of makes you feel more alive, doesn't it?",1.0
90,"How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",1.0
91,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",1.0
92,"Excuse me, but what about me? Why don't I get a shot?",0.0
93,"So? Do cocaine smugglers write ""cocaine"" on the box?",1.0
94,Thank you so much for giving me the opportunity to help.,0.0
95,You know this can go on all night. Why don't you just come with us?,0.0
96,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,0.0
97,"You think ""coffee,"" means coffee. That is so sweet.",1.0
98,"You don't really believe in that superstition, do you?",0.0
99,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",1.0
100,Hardly a day goes by when I don't think about it.,1.0
101,"Sure, maybe a tableau of me trying to pummel you to death.",1.0
102,"Terrific, it's just that... I don't think Penny wants me to go.",0.0
103,What did you mean when you said you were going to miss me?,0.0
104,"Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",1.0
105,"Ooh, big talk from a man who was once treed by a chicken.",1.0
106,"No, I mean, we can always go back to being friends.",0.0
107,It's an iCal download. She can put it right in her phone.,1.0
108,"You know, I've always wanted to go to a Goth nightclub.",1.0
109,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",0.0
110,"- Chocolate? - No, I don't want any chocolate!",0.0
111,"Oh, you know, Goth stuff. Goth magazines, Goth music.",0.0
112,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1.0
113,When I have enough to destroy all the human toast on the Battlestar known as Galactica.,1.0
114,Seems like an awful lot of trouble to go through for intercourse.,0.0
115,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",1.0
116,"Not a great movie, but look at that beautiful desert.",0.0
117,Right. That was so good! Sweety and meaty at the same time.,0.0
118,"I'm sorry, fiddling with yourself in the bathtub is a real class act.",1.0
119,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",1.0
120,"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",1.0
121,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,1.0
122,"Okay, I got a bone to pick with you.",0.0
123,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",0.0
124,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0.0
125,"Sure, cut the foreigner in half. There's a billion more where he came from.",1.0
126,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",1.0
127,Don't you think looking for a new city to live in is a bit of an overreaction?,0.0
128,"I understand your point, but given a choice, Jews always go with Chinese food.",1.0
129,"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",1.0
130,Why don't you keep that stuff in the bathroom?,0.0
131,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",0.0
132,There a new girlfriend in there? 'Cause you might need one.,1.0
133,"Oh, I'm so glad you asked it like that. You.",1.0
134,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,1.0
135,"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.",0.0
136,"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",0.0
137,"So what, you're just gonna walk up and down the stairs?",0.0
138,"That's very thoughtful, but I think I'll finish my coffee first.",0.0
139,"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",1.0
140,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.",0.0
141,A lot of people are working on that research. So what is all this?,1.0
142,"Well, I'm sorry, too, but there's just no room for you in my wallet.",1.0
143,It was the kind of thing that makes it kind of hard to face her now.,0.0
144,"All right, all right. He can buy his own desk.",0.0
145,I just have a question. Does Bernadette ever talk about me?,0.0
146,"I've got some feelers out. In the meantime, listen to this.",0.0
147,He does it all the time. He's a cornucopia of social awkwardness.,0.0
148,I just want to ask you a few questions about Howard Wolowitz.,0.0
149,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",0.0
150,"...so anyway, to make a long story short, turns out I have an unusually firm cervix.",0.0
151,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.",0.0
152,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,0.0
153,"Well, I'm just glad you finally found yourself a keeper.",0.0
154,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0.0
155,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",1.0
156,"In the bedrooms of ten-year- old girls, where they belong.",1.0
157,"I don't know. Somebody bigger and... Yeah, sure. Why not you?",1.0
158,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.",0.0
159,I understand. Your loyalty is admirable. But what if I were to up the ante?,0.0
160,"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.",0.0
161,We might be starting to zero in on your problem.,1.0
162,"Hey, you taught me something. Who would have thought it?",1.0
163,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",1.0
164,Not to mention you'd have to power down on saturdays.,0.0
165,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.",1.0
166,"Yeah, but you were just sleeping, because I forboded you to have sex.",0.0
167,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",1.0
168,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?",1.0
169,"Yeah, it's a great time to be alive, isn't it?",1.0
170,I'm not saying that you're not fun. You're the most fun person I know.,0.0
171,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",1.0
172,"I'm sorry, Sheldon bought a loom and learned how to weave?",0.0
173,"Technically, yes. But, if you'll notice... It's reversible!",0.0
174,Just the latest copy of Applied Particle Physics quarterly.,1.0
175,"Oh, you know, that is so weird that yours came and mine didn't.",1.0
176,"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.",1.0
177,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",1.0
178,"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",1.0
179,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",1.0
180,I gargled with tequila and may have swallowed a teeny bit.,0.0
181,Thanks for clearing that up,1.0
182,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",1.0
183,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",1.0
184,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",1.0
185,Of course you do. You're a cutie pie! Any girl would be lucky to have you!,0.0
186,"Oh, I could so see you being the face of hemorrhoids.",1.0
187,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0.0
188,"When you're done copping a feel, that goes on my wrist.",1.0
189,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0.0
190,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0.0
191,Smart. Whisper so the deaf chick can't hear you.,1.0
192,It's just a privilege to watch your mind at work.,1.0
193,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,1.0
194,"You see betrayal in others, but not yourself.",1.0
195,I don't know what I'm going to do. I don't want to break up over this.,0.0
196,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",1.0
197,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0.0
198,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",0.0
199,"No, I'm just allergic to people who get Nobel Prizes for no good reason.",1.0
200,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",1.0
201,You have a thing of paper clips right there.,0.0
202,"Oh, my God, that's where I know you from.",1.0
203,"No. You mean this was all a ruse? Oh, how could I be so stu...",0.0
204,"Well, if you don't mind looking like an orange traffic cone, great.",1.0
205,"said horrible things about each other in public... all in all, a pretty magical night.",1.0
206,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",1.0
207,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",1.0
208,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,1.0
209,Sure. You want to see what all the scientists are wearing this year.,1.0
210,You'd think a winner could make a decent cup of cocoa.,1.0
211,"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",1.0
212,"No, but maybe she wants a man with a pocket watch.",0.0
213,"Well, yeah, sex with you is pretty great. Have you ever tried it?",0.0
214,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",0.0
215,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,1.0
216,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",1.0
217,Do you think Penny will come here and take care of us?,0.0
218,Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,0.0
219,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",1.0
220,"Oh, screw her. She's just lucky we let her hang out with us.",0.0
221,"I'm sorry, it's the bad boy attitude that comes with this hair.",0.0
222,I don't think I'll be able to stop thinking about it.,1.0
223,"Also instead of just living in your mother's house, you could actually live inside her body.",1.0
224,"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.",0.0
225," Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",1.0
226,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",0.0
227,"Darn. If you weren't busy, I'd ask you to join us.",1.0
228,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,0.0
229,I'm starting to get a sense of it.,1.0
230,"Well, if that's all it takes, it's a good thing you don't have a dog.",1.0
231,"Of course, it is... it's been in the news. And it's a very famous boson.",0.0
232,I didn't know they gave Nobel prizes for making boom-boom in the potty.,1.0
233,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",0.0
234,We've kind of been involved in a five-year experiment.,0.0
235,My limbic system wants to take your pants off.,0.0
236,"Okay, the NASA Web site says Howard's final descent has begun.",0.0
237,"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0.0
238,"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",0.0
239,that sounds a little funny to an American ear.,0.0
240,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""",0.0
241,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",1.0
242,"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.",0.0
243,"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",0.0
244,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?",0.0
245,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",0.0
246,Exactly what it was half an hour ago. It's like you're not even trying to get better.,1.0
247,I did. The guy at the liquor store said this stuff tastes great in coffee.,0.0
248,"Come on, let's just start walking. There's got to be a gas station or something nearby.",0.0
249,Why don't you ask Scotty to beam you up?,1.0
250,"Since it's not bee season, you can have my epinephrine.",0.0
251,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0.0
252,"Dumped her? What, did he use a forklift?",1.0
253,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,1.0
254,"Trust me, you're not Jewish. That's how they get you.",0.0
255,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",1.0
256,And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,0.0
257,We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,0.0
258,"Go out with me on one date, and I promise you, you'll see.",0.0
259,"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",1.0
260,"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",0.0
261,I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,1.0
262,"A lane frequented by liars. Like you, you big liar!",0.0
263,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,1.0
264,"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me "" Raiders of the Lost Ark "" for the first time.",1.0
265,It was very entertaining... despite the glaring story problem.,1.0
266,How do you not tear off his clothes and take him right here on this table?,1.0
267,"Not as relieved as I'm about to be. It's a brave new world, little lady.",0.0
268,"Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.",0.0
269,"I'm not going to bother him, I'm going to talk to him.",0.0
270,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",0.0
271,"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",1.0
272,Can we talk about something else? Do you know that I yodel?,0.0
273,I can't believe we wasted all that time on our Hulk costumes.,0.0
274,"People usually start a meeting with a joke, but you go ahead-- end with one.",0.0
275,"- Now?! - No, after my tongue has swollen to the size of a brisket!",1.0
276,What do you think I was gonna do at home?,0.0
277,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,1.0
278,"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",1.0
279,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",1.0
280,Whatever. Put us on the Internet. I've always wanted a wedding with a comment section.,1.0
281,"Wow! Well, marriage must agree with you. Well, you are just glowing.",1.0
282,Oh. That's so sweet of you.,0.0
283,That's ridiculous.,0.0
284,I don't know. Sounds pretty bad. Penny's back in her apartment all by herself.,0.0
285,"How am I supposed to sleep? I've been married less than 24 hours, and my wife isn't speaking to me.",0.0
286,Because we're broken up.,0.0
287,"Well, if you want to see less of me, maybe we should go out again.",0.0
288,"Oh, of course. Wouldn't want to intrude.",0.0
289,"Yeah, well, maybe she has interest in you.",0.0
290,"Dude, just because we're best friends doesn't mean that I have to tell you everything that goes on.",0.0
291,"Okay, that is the lamest excuse you could've possibly come up with.",0.0
292,That sounds nice.,0.0
293,"Oh. Oh, my God, that is the most beautiful thing anyone's ever said to me. Yeah?",0.0
294,She watched it.,0.0
295,It runs on syphilis?,1.0
296,India.,1.0
297,We don't have any of those.,0.0
298,"If there was a hidden compartment, don't you think you'd be stuffed in it by now?",1.0
299,You guys still aren't living together?,0.0
300,"Fine, I guess. I've been focusing on me.",0.0
301,"I've done it, like, a dozen times.",0.0
302,How long do you think you can keep it from him?,0.0
303,Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.,0.0
304,"I'll bet there's something around here that could be a ""lehver.""",0.0
305,We got a flat and couldn't get the tire off.,0.0
306,"now that Leonard and I are married, it kind of makes sense that we actually live together.",0.0
307,"Well, why don't you look at this as an opportunity? You had other roommates before Leonard. Maybe this is a chance to find someone new.",0.0
308,How could Archie defeat Predator?,0.0
309,"Well, it could be fun to try a little acoustic thing.",0.0
310,Footprints on the Moon.,0.0
311,"But I met with 11 people, and they all walked out.",0.0
312,"Well, it's Thai food night.",0.0
313,"No, of course not. I-I just feel bad. Well, so do I,",0.0
314,You really should've gone on the Internet and checked how long that kind of thing lives,1.0
315,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.,0.0
316,I still love it. I just think there's room for improvement.,0.0
317,"How can you say that? Amy's gone, and you two are married now, so it's only a matter of time before you're gone, too.",0.0
318,What are you saying? We're not coordinated enough to play sports?,0.0
319,"Why? You never thought you'd end up in a relationship, and then you met Amy. Maybe there's someone else out there for you.",0.0
320,Whoa! Walking up to a strange woman in a bar usually doesn't work.,0.0
321,What can it hurt?,0.0
322,I'm doing all right. I tried fencing today.,0.0
323,"Actually, he already did.",0.0
324,I've been told it's a good way to move on.,0.0
325,Sounds like you on Cinco de Mayo.,1.0
326,"Uh, he's Indian. We've already got one of those.",1.0
327,And I'm laughing like I did the first time I heard it.,1.0
328,When is your visa up?,1.0
329,"Fine, I'll leave. But it sounds like somebody needs a fresh diaper.",1.0
330,"No, pinch me!",1.0
331,"I told you if we were patient, he'd figure it out for himself.",1.0
332,Nobody knows. That's why he's number one.,1.0
333,"Oh, that's nice. Put that on her cake.",1.0
334,(CHUCKLES) Yeah. A grown man moving into his own apartment. It's crazy times. See ya!,1.0
335,"Yeah, he's as real as the fine I get when I use too much toilet paper.",1.0
336,Glad to hear it.,1.0
337,Really? The old Asian man is not your Meemaw?,1.0
338,"He never disappoints, does he?",1.0
339,"Relax, there's room for two babies in this group.",1.0
340,Maybe you should get a new doctor.,1.0
341,Oh. Is the impression that your first name is Pee-Wee?,1.0
342,"Great, so they own my idea for a T-shirt that says ""Dumb as a Bag of Geologists.""",1.0
343,Is there a switch on the back of his neck we don't know about?,1.0
344,so we brought you some lunch and we are gonna go look for 'em.,1.0
345,You may need this more than I do.,1.0
346,I'm surprised he let us conceive without him.,1.0
347,Astronauts saw him carrying that.,1.0
348,No. You'll wish it would kill you.,1.0
349,She's trying to think of something She's never done before. This could take a while.,1.0
350,"No, I do, and that's why I hid it.",1.0
351,You mean like through their window from behind a bush?,1.0
352,Interesting. Maybe my male cycle synced up with raj's actual period.,1.0
353,Better than watching a guy in a fur cloak Ride a girl's bike? Nope.,1.0
354,I'm sure that would pair nicely with your fried nuggets of chicken.,1.0
355,Funny how that worked out.,1.0
356,"I thought to myself, ""Venn is he gonna stop talking about this diagram?""",1.0
357,Wow. (clears throat) Didn't even make it out of the parking lot.,1.0
358,"So, when the aliens brought you back, they just left the probe in?",1.0
359,Thank you.,1.0
360,Did she think you were choking or...,1.0
361,Sure you do.,1.0
362,It was nice of her to show us playing dumb with an example.,1.0
363,"Yeah, special, like that.",1.0
364,"Well, he probably buys his illegal drugs from a local vendor.",1.0
365,They're practicing for what's coming later.,1.0
366,Is he? I never noticed.,1.0
367,"Why? Because I'm Jewish? That's like me saying, ""Hey, you're Indian. Doesn't your cousin work in a call center?""",1.0
368,"Oh, my God, it was me, it was me! I'm the one who blabbed she was pregnant!",0.0
369,"But I'm mad at him, too, so lemon bars it is.",0.0
370,Would you stop? We're just gonna be on the other side of campus.,0.0
371,"Oh, I was gonna start at the end. Thank God you're here.",1.0
372,"This was the husband and this was the wife. They'd go out on adventures together. Cruises, skiing, horseback riding. That was really me just duct taping them to our dog.",0.0
373,"Gentlemen, I am ready to work. To quote The Martian, ""Let's science the feces out of this!"" That's The Martian the book and The Martian the movie, not Marvin the Martian.",0.0
374,My head hurts and I'm more tired than ever.,0.0
375,"I think you were mean before you were pregnant, but it's fine.",0.0
376,Sorry! Sorry!,0.0
377,"But let's say you do. And don't say you do, because you don't! Now, wouldn't you think that throwing yourself into your work would be the best way to deal with it?",0.0
378,"Oh, so nothing. Great.",1.0
379,"And we live with Sheldon, so the word ""inconvenience"" has really lost all meaning.",0.0
380,I don't know. What if living together kills the romance?,0.0
381,Don't try luring me in with sexy talk.,0.0
382,That's a good question. Maybe just don't come over.,0.0
383,I'm the son of a gynecologist. I could be helpful.,0.0
384,I'm trying to think of an answer,0.0
385,"Oh, excited, concerned, a little scared. All the same emotions",0.0
386,"I've never lived with someone, either. This is a lot for me, too.",0.0
387,"Well, Sheldon, I really appreciate that, but these things mean more to you than they do to me, so whatever you want.",0.0
388,What if we do this?,0.0
389,I was disappointed to see the man I was engaged to pulling rainbow scarves out of his fly.,0.0
390,"Okay, well, I am sorry. I'm just worried that my sensitivity to temperature could make this a rough night.",0.0
391,"Well, now I don't know if I want to know!",0.0
392,Wait. Wrong number.,0.0
393,"Well, I didn't, and it's your fault.",0.0
394,The kind who almost put a pillow over your face last night.,0.0
395,"Okay. Well, for starters, there's nothing wrong with keeping our toothbrushes in the same holder.",0.0
