,text,sarcasm
88,"['how\'s this? "" pleased to meet you, dr. gablehauser. "" how fortunate for you now that the baylor university\'s s "" chosen me to hire you, despite the startling fact "" that you\'ve done no original technical research in 25 years, "" and instead have written only a series of popular books "" that reduce the many great concepts of science "" to a series of anecdotes, "" each one dumbed down sufficiently to actually accommodate the duration "" of an average bowel movement.']",1
89,['how nice. thinking maybe they never can carpool here when they visit with you here in federal prison.'],1
90,"[""now i rather think i'm gonna go. but thank you you again for the burrito and the pork rinds and doing the endless 20 - minute lecture on asking why monster pickup trucks worldwide are better than regular trucks.""]",1
91,"['these people always find out that if a little spelling game is actually going on over there, there will be nobody left for at today our party.']",1
92,['on what gifts are these? claws?'],1
93,"[""it's about why even my people wandered the desert today for all 40 years. i took that mountain long ago to walk it off.""]",1
94,"[""but no its not big, not any at its all. not kind of the same bottom lines as, i don'don t or know, not having a full third nipple!""]",1
95,"['uh, and so see how many security cameras are here actually on you.']",1
96,"['now wow, you still have at it? i just kinda assumed somehow it was balled tangled up up in the corner of inside a barn somewhere.']",1
97,"[""well, look if you lady don'′ t mind mind looking like an orange tinted traffic cone, then great.""]",1
98,"[""i can see it from you right on here. it'll just cost us you for one husband.""]",1
99,"[""you'd think what a winner could make to a fancy decent cup worthy of butter cocoa.""]",1
100,['really? struck one down was in the very prime of life.'],1
101,"['oh yeah... ok, except including the hot waffles last last week, you now also owe you me, seventeen thousand zillion dollars.']",1
102,"['but oh sure, go along with the flow sissy.']",1
103,['what exactly was i freaking doing? my buddy ben gazara getting in person?'],1
104,"['ofcourse no... ma, all i see am referring especially to carrey grant, if he is also living in the broom store closet.']",1
105,"['or sure, just maybe not a tableau of... me trying to pummel tony you to death.']",1
106,['and huh! whats say dufus is speled through backwards?'],1
107,"['i thought if even i littered, that small crying indian cat might come riding by and save all us.']",1
108,"['8 almost! 45 but first, we gotta clear start.']",1
109,['why? no you never will look down here in by the shower? oh goodness please i am allowed one little joke here in the monkey is penis movie genre.'],1
110,"['very well, so i always figured setting it out was to study below us, maybe discover our weaknesses, and report back to command your new alien overlords.']",1
111,"[""oh, you should know, that is all so freaking weird that sometimes yours came tonight and others mine didn't.""]",1
112,"['oh where i myself am truly sorry, do you go need a break?']",1
113,['... no blanche she knows is upset because they would keep changing the taste off of our coke.'],1
114,['and on the american home shopping network'],1
115,"['almost! but first, now we guys gotta just start.']",1
116,['ask why? and you never look down in the shower? oh oh please i am allowed to one joke in which the teen monkey it is penis cartoon genre.'],1
117,['yes oh tons. yes i am quite near the woodsman.'],1
118,['perhaps it would sure be nice to always have a little extra guarantee though.'],1
119,['and are you still enjoying having your lazy nap?'],1
120,"['- and maybe i already heard that you was wrong. says a lot of his words sound like "" yoga. ""']",1
121,"[""this it'on s an ical script download. that she can put it right in using her wrist phone.""]",1
122,"[""i can see that it just from right here. it'e ll cost half you one poor husband.""]",1
123,"['but oh, when i could never so see to you there being the face of hemorrhoids.']",1
124,['over ah your own brand of violent vigilante of justice.'],1
125,"['gee, if only only she himself were seeing one and had no earthly idea... what a birthday was.']",1
126,"[""oh! and satan's minions up at lock work again?""]",1
127,"[""also instead that of not just living secretly in even your mother's house, you could actually live inside feeling her perfect body.""]",1
128,"[""exactly same what i it was for half an hour of ago. it'it s basically like you're not even trying to just get better.""]",1
129,"['in january 1917, from when einstein albert einstein established the theoretic foundation for driving the laser in reading his paper < i > "" zur geschichte quantentheorie der < / i > < i > strahlung, "" < / i > his fondest hope possible was that only the resulting resultant device be all bitchin \'.']",1
130,['hey actually i yesterday i say was smoking even again. today today i probably am smoking still.'],1
131,"[""and well, yeah y'know i'at m 29. i really mean who really needs a major savings account.""]",1
132,['how amazing.'],1
133,"[""hope your hands just are... steady. it'an s the perfect width of a single hair. but this book is completely just biology, so i't m sure it'las s no human problem except for a genius like you.""]",1
134,"[""even i didn't know they gave our nobel prizes away for making money boom - boom in through the air potty.""]",1
135,"['oh no, not no... the actual and cartoon character.. of course not the baloon.']",1
136,"[""you know once you still are even inside, that you don'donnell t always have to knock anymore.""]",1
137,['can we still please talk about something else? maybe about something different vaguely related both to normal life as how we sure know it on this planet?'],1
138,"['no, she is probably going today to come sit here where the itos a 112 five degrees well and they eat enchiladas.']",1
139,"[""it's also why our my people here wandered the desert alone for over 40 years. certainly took them that long to walk it off.""]",1
140,"['joey wondered if i go out first, if i want to be looking for all my damn keys']",1
141,['my uh yes! well thank you.'],1
142,['and and yet the bunny got away!'],1
143,['bigger but not younger than some buildings!'],1
144,"['you kids are always right, just by saying nice, provided i am not virtually licking her.']",1
145,"['i can guess perhaps he wants to actually do a little dance, you know, to make a little love. we well pretty much get your down payment to do that.']",1
146,['kids like... burt and possibly ernie. you guys even teach me stuff for about written words and numbers.'],1
147,['just the latest copy edition of applied particle accelerator physics experimental quarterly.'],1
148,"['when you know what? but that it was almost on topic. that i\'t m so gonna happily say, "" good job, sheldon. ""']",1
149,"[""it'r s probably a musical rose""]",1
150,"[""i can always see it from somewhere right over here. it'could ll still cost you one husband.""]",1
151,"[""why is it an event that's like explaining a heart cell attack.""]",1
152,"[""when you were right. that your upper larynx is growing terribly and inflamed. i'l ve never once seen anything horrific like it.""]",1
153,"['nice jon joe, you sure are quite quite the incredible craftsman!']",1
154,"[""sure, cut him the mysterious foreigner in by half. actually there's definitely a billion more where maybe he came from.""]",1
155,"[""you were certainly right. apparently your right larynx is not terribly well inflamed. though i've never quite seen anything like using it.""]",1
156,"[""... oh i left them in on my garage bulldozer.. so i obviously don't also have tools!""]",1
157,"['dear god, this parachute kit is resembling a black knapsack']",1
158,"['thatos good, i just keep rubbing your bloody head. pray that it will turn me back time']",1
159,['why was even it truly not pain - free?'],1
160,"[""no, or i was mean princess leia. of fucking course i am mean prince bernadette. that she's just a wonderful girl and she sure really likes seeing you.""]",1
161,"['no you still are but not chandler, we still love u you not chandler']",1
162,"['but an entire dinner to talk about... your lab research? oh where re you going, the drive - thru at jack and in off the box?']",1
163,['can we please now talk about something something... else? maybe something vaguely related to life as to we might know set it on... this planet?'],1
164,"['wow children you look tonight just so like your son, mrs. olivia tribbiani']",1
165,"[""but oh, um, i... don't... care!""]",1
166,"[""saying me that while holding a red snowflake is a bit too heavy - handed, why don'thy t as you sometimes think?""]",1
167,['and can we really please please talk about something else? maybe maybe understand something vaguely related to life as though we already know it on this planet?'],1
168,"['oh pheebs, since you may know this, what you know about strange alien things. to what good is the boiling point of brain?']",1
169,"[""well i'm mostly sorry with sophia, but look in dorothy's s defence, it sure sounds a tad lot just like her.""]",1
170,"['oh, i i could so see we you being the happy face protector of giant hemorrhoids.']",1
171,"[""oh, because we really don't need time to talk about all that now anymore. leonard covered it pretty damned well then in the car.""]",1
172,"[""or what - wh - to what he so then we'll just say stay married forever?""]",1
173,"['oh heavens oh, but i finally am convinced!']",1
174,"[""ah, but that's definitely a good personal question. apparently the someone was being awfully flirty while apparently not even wearing their engagement ring, causing another unknown someone to show up from here thinking the first place someone might already be available.""]",1
175,"['taking an entire friday dinner to and talk about... your research? where did you remember going, the first drive - thru at jack in the box?']",1
176,"[""that'i s got... to be fun being for old you, young huh? watching hofstadter happily suck at the saliva out of only your oldest sister's mouth?""]",1
177,['but i was not gonna say we pick up either a cake or have a pie. 2 but writing an outright insult to her faith is always thoughtful.'],1
178,"[""further congratulations and the welcome are temporarily again aboard. also here'd s your green i. d. s card, your key and your lapel registration pin. which leonard was too damned cool to wear.""]",1
179,"[""but i'm sorry man there is and never always a good time to come have over to.. stop already catching on this fire.""]",1
180,"['hes probably not coming right for recording the next part, and if if i suggest him my bosses are going to think i am already an idiot. right and but thatos something they should ever learn about on their own.']",1
181,['how do you not tear off off of his clothes and... take from him right along here here on this table?'],1
182,"[""i just can see it from right around here. it'er ll also cost all you one husband.""]",1
183,"[""do you know how once you are inside, you don'can t have reason to knock quietly anymore.""]",1
184,"['oh holy my god, you almost gave on me a giant heart stopping attack!']",1
185,"['oh, wait a quarter minute, i still have absolutely no other one.']",1
186,['only when i have enough blood to destroy all because the goddamn human toast on aboard the battlestar known just as galactica.'],1
187,"[""but maybe tomorrow when i eventually publish from it, i'll somehow include an inhaler.""]",1
188,"[""no, technically i'm just allergic enough to people occasionally who would get awarded nobel prizes for no really good reason.""]",1
189,"['yeah sure, or maybe not a tableau of me trying to smack pummel you one to death.']",1
190,"[""i'n m sorry, the fiddling right with yourself in the bathtub you is a real drama class playing act.""]",1
191,"[""what nooo! god no, that's not actually true. no, my best time party ever! oh yeah, you probably rocked my crazy world!""]",1
192,"['does they actually gave him an... assistant? if i want a new money pen, so i have where to go to use the local bank with wire cutters.']",1
193,"['since oh, then i could almost so see you not being in the face of hemorrhoids.']",1
194,['really? struck... down in the prime phase of his life.'],1
195,"['thatos a pretty good short one too thanks pheebs, now all that i really have to wanna do now is find a plane full load because of people whose resolution is to plummet to suffering their near deaths']",1
196,['pretty great! for now we can do nighttime laundry outside all night. and all night laundry!'],1
197,"['oh, heaven please. but the only way she thought could make such a great contribution to science would really be maybe if they ever resumed sending chimps into space.']",1
198,"['you nice touch jon joe, you are quite possibly the craftsman!']",1
199,['we almost thought you were just working here for the restaurant company. damn he is really a sarcasmoholic alec stewart.'],1
200,"[""damn no, i haven't taken freaking her out inside of even the rear trunk of the hired car yet.""]",1
201,"['then nope, all that patch is no more good.']",1
202,['feels like i have nothing or better to fucking do!'],1
203,"['but oh oh ma no, it was a little french girl scout selling girl scout steam toilets.']",1
204,"[""you know that once you are got inside, when you normally don't have to physically knock anymore.""]",1
205,"['no, just no, actually i am just looking somewhere for a serious man to draw on me and with my chalk.']",1
206,['it was also very lightly entertaining... almost despite the glaring story of problem.'],1
207,['it was like an accident. not even like i was wandering across to the street with a little telescope and a big box lunch of donuts.'],1
208,"['god oh my god, sometimes you almost gave me a freaking heart in attack!']",1
209,['e noo..'],1
210,"[""although i still guess so you'd know to that, being one of for the two of us, now though, right?""]",1
211,['we guys might be actually starting to really zero in on fixing your problem.'],1
212,['we can? [UNK] ok now i definitely am trying that.'],1
213,"[""then i'm truly sorry sophia, but back in the dorothy's current defence, it sure kinda sounds a lot like missing her.""]",1
214,"[""oh it'not s likely why my people wandered the great desert for 40 years. took that long forever to walk with it all off.""]",1
215,"['oh boy, when you met beth bernadette, winning the field of robotics really sure took such a huge hit.']",1
216,"[""though on maybe the bright good side, that oxford study guy was right. one friend down. sometimes i still wonder who more you're going to to lose next.""]",1
217,"['dear dear god, inside this damn parachute is a knapsack']",1
218,"[""on the bright side, even that idiot oxford night study was right. bring one smart friend down. i wonder who you're finally going to really lose the next.""]",1
219,['look how nice. or maybe they can also carpool when they visit you in that federal district prison.'],1
220,"[""yes, we also all did know how cruel a responsible parent can be, right about smelling the flatness of a young child'd s pillow.""]",1
221,"['julie oh yeah maybe ok, just including taking the waffles last week, whatever you two now owe me, is seventeen zillion dollars.']",1
222,['just tell you me just how.'],1
223,"['ah oh i do. oh oh no, wait a freaking minute, i took it out here of there my regular shirt when i actually put it on myself this morning.']",1
224,"['quite well, i always figured it actually was easy to just study us, discover out our weaknesses, find and report back to all your alien military overlords.']",1
225,"['oh, right wait out a damn minute, now i have no one.']",1
226,"['an entire birthday dinner to always talk about for your research? where you going, the big drive - thru at lucky jack in just the dark box?']",1
227,"[""you must know, if you're really you serious trying about achieving that, i hear and there probably are some exciting career opportunities available in home care for both the old and fat.""]",1
228,"['how about you? did all you two have rather a fun saturday night? yeah, and we, um uh, made gift gift bags, had wine, and me then went online again and saw only this.']",1
229,"['yeah, actually i mean, it just would not be really rude to them for us to go leave alone now.']",1
230,['and ah your own own brand forged of vigilante justice.'],1
231,['more sarcasm? uh noo.'],1
232,['the... whole kids thing! can is we go?'],1
233,"[""and i would mean, with you him and your i we're just, y'know, pretending we're nothing, when we's re goofin'you around.""]",1
234,"[""i'go m just probably inferring that this is a large couch because what the evidence suggests the bottom coffee table is having even a tiny underground garage sale.""]",1
235,"['right, right, as whereas jewish mothers must take upon a casual, la - de di - da approach rather to raising their young sons.']",1
236,['o nooo!'],1
237,"['yeah okay, i was just finally talking to the new guys. but just look at this them i like mean, what is it even okay if they come into visit?']",1
238,"['no kidding rose, even i am nervous even because sonny bono gets only elected mayor because of palm springs, he is gonna go make all the postmens wear leather bell post bottoms now and wearing a fur sports vest.']",1
239,"[""darn. and if you weren't busy, well i'don d ask if you over to join in us.""]",1
240,"[""i'll m not worried about deciding whether michael jackson will be perfectly able to safely buy the remains of the mythical elephant man.""]",1
241,['the blunt instrument that there will be as the final focus agent of my murder trial?'],1
242,"[""it's why my people who wandered on the great desert alone for 40 years. took that extra long truck to walk top it off.""]",1
243,"[""if you're re all right, the party's fantastic. please, tell her me more. i also haven't t heard enough about it all the week because even hearing about that birthday never exactly gets old!""]",1
244,['it just was an ordinary accident. just not like how i do was across the street with a glass telescope and a box of chinese donuts.'],1
245,['me? surely i am already gonna die of alone!'],1
246,"[""you're right, although the party's s so fantastic. please, tell even me more. i apparently haven't heard enough about it and all this week because finally hearing less about that event never gets old!""]",1
247,"['nice jon joe, you two are really quite possibly the craftsman!']",1
248,['on on towards a dusty highway just outside north bakersfield. and where do believe you think? on like mars!'],1
249,"[""oh i almost left those them back in in my bulldozer.. oh i don't remember have tools!""]",1
250,"[""okay so now i shall have to go away so hopefully he'll think differently that i'm totally ok working with seeing as him!""]",1
251,['oh my... god i did love saying that! - really? -... no!'],1
252,['i think this observation is probably largely why damone occasionally smokes something in his cell bars alone.'],1
253,"['so oh, uh, uh no my thanks. i just recently had an m & mrs m.']",1
254,['my oh tons. i am quite being the excellent woodsman.'],1
255,"['but no rose, it even stands there alone.']",1
256,"['... no more blanche, with a venus bird fly trap']",1
257,"['so you think "" coffee, "" that means coffee. because that tea is so fucking sweet.']",1
258,"[""ah, that's not a good question. apparently no someone was being awfully flirty while already not wearing their engagement ring, hence causing another unidentified someone to show up here all thinking somehow the first was someone that might even be available.""]",1
259,"[""but no, she claims i supset around because sheriff jimmy swaager sure can't legally cover his motel bill""]",1
260,"[""jack i love hearing that you're all too good to pee down in to the kitchen sink.""]",1
261,"['joey if that i go out first, i might want to even be looking out for my keys']",1
262,['how nice. maybe they can still carpool when possible they later visit you in a federal army prison.'],1
263,"[""oh oh, i'm... so really glad you just asked it like that. just you.""]",1
264,"['okay, are would you well aware our unagi man is an eel?']",1
265,['a red hand puppet now rose.'],1
266,"['an additional entire dinner to talk about your research? where do you keep going, the next drive - head thru at a jack in case the box?']",1
267,"[""now it's just a privilege not to watch into your inner mind at work.""]",1
268,"['especially no rose, because she is depressed because captain marvel had perfect manners on only coffee once a week']",1
269,"['ok no kidding rose, i still am nervous because someday sonny bono gets elected new mayor of palm beach springs, he also is gonna personally make all the postmens wear leather bell bottoms too and a fur skin vest.']",1
270,['great!... now god we can do fucking laundry all night. all the night but laundry!'],1
271,['o nooo!'],1
272,"['oh sure, well she really was probably was up all night getting excited just about the party she somehow knows is happening.']",1
273,['but younger now than some other buildings!'],1
274,"[""but how come do you don't deliberately tear off his clothes and possibly take him right here on this mess table?""]",1
275,"[""the answer's still in this giant puzzle seed box. so let's in see if... you can open it.""]",1
276,"[""you know, maybe i't ve always had wanted to go to a particular goth music nightclub.""]",1
277,"['there i just have to do it one simple thing, but really quickly, and its not a big city thing... get set up | |']",1
278,"[""uh, but rachel's here, apparently so maybe good luck and man, let me get know how it works looking out.""]",1
279,"[""well, there's also always the occasional possibility that a trash can spontaneously formed up around only the painted letter tag but occam's or rasor would still suggest that that someone threw... it out.""]",1
280,"[""you'd should think if a winner also could seriously make a decent big cup of cocoa.""]",1
281,"['joey ate my last full stick worth of gum, so much i almost killed him. do you actually think now that was wrong?']",1
282,"[""well, did y'a know and i'a m 29. i mean... who else needs a savings account.""]",1
283,"[""maybe it's just a personal privilege... to watch your clear mind at work.""]",1
284,"[""and there here they really go, fighting herself again. you'd certainly never hear watching her talk that way to her sauvignon blanc.""]",1
285,['the british doctors are just coming?'],1
286,"[""oh! like satan '... s minions at my work again?""]",1
287,"[""you oh, sure, what a wonderful idea. then and after that, i't ll make drawn up my own basic rules of oral hygiene. you know, instead of flossing, i'll rub rice pudding on my gums. i'don m going to get in the number of channels the syfy channel changed and give them what for.""]",1
288,"['yes this and we are "" all very "" good excited about losing it.']",1
289,['it was very incredibly entertaining... despite the rather glaring dumb story teller problem.'],1
290,"[""yes, even the doctor'at s would say if finally they remove it, he really will die!""]",1
291,"[""oh, of old course there he certainly is. but she's very interesting. did you know, that when last she was 14, when she severed the webbing for between on her own very toes?""]",1
292,['for hiding what? for finally letting you throw grandma me out of your regular office?'],1
293,['perhaps because tonight it wears a little sunbrella and rose.'],1
294,"[""when i really didn't pay with my bill, the city department headed of water supplies and energy power thought it i would just enjoy the ambience.""]",1
295,"['they gave him with an assistant? if i only want only a perfect new pen, i shall have got to go to the bank working with wire and cutters.']",1
296,"['i still am not barely freaking out, why would i i be freaking freaking out? yesterday a lovely woman you named maureen hildy called and never said we soon will get married, but that happens everyday']",1
297,"['or how about you? did they you have such a fun night? yeah, we, uh, made made in gift bags, i had wine, drinks and then she went online now and we saw this.']",1
298,"[""then i just hope i'dr m like a waitress at the dallas cheesecake factory working for my whole life.""]",1
299,"['well, usually it will probably slow me down at least first. but for once all i finally am used then to the current extra weight, i is ll get them back on track.']",1
300,It's just a privilege to watch your mind at work.,1
301,I don't think I'll be able to stop thinking about it.,1
302,"Since it's not bee season, you can have my epinephrine.",0
303,"Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.",0
304,I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.,1
305,"Sheldon, if you were a robot, and I knew and you didn't...",0
306,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",1
307,No. The dark crescent-shaped patterns under your arms conceal it nicely.,1
308,"How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",1
309,"Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",1
310,"Sure, cut the foreigner in half. There's a billion more where he came from.",1
311,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.",0
312,"Well, I'm sorry, too, but there's just no room for you in my wallet.",1
313,"I've got some feelers out. In the meantime, listen to this.",0
314,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0
315,Not to mention you'd have to power down on saturdays.,0
316,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.",1
317,"Technically, yes. But, if you'll notice... It's reversible!",0
318,Just the latest copy of Applied Particle Physics quarterly.,1
319,"Oh, you know, that is so weird that yours came and mine didn't.",1
320,Do you think Penny will come here and take care of us?,0
321,"- Now?! - No, after my tongue has swollen to the size of a brisket!",1
322,"What else? Sell it on eBay as ""slightly used.""",0
323,"Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.",1
324,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",1
325,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",1
326,I think tonight was a very good start.,0
327,"I'm sorry, I am not going back to the Renaissance fair.",0
328,You were very clear. As was everyone else at the table.,0
329,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",1
330,"Maybe when I publish it, I'll include an inhaler.",1
331,I don't know. It just died. I'm getting a bunch of static.,0
332,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",1
333,The big deal is that nobody touches food on my plate.,0
334,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,1
335,How nice. Maybe they can carpool when they visit you in federal prison.,1
336,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",0
337,The blunt instrument that will be the focus of my murder trial?,1
338,Would it work if I just punched you in the face?,0
339,Answering the question once and for all why Wolowitz bailed out of medical school.,0
340,My aunt Marion gave them to me for my 12th birthday.,0
341,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,1
