,Unnamed: 0,text,sarcasm
48,48.0,"I don't know, perhaps somebody took it off the carousel by mistake?",0.0
49,49.0,This is why I've been saying we should keep champagne on ice.,1.0
50,50.0,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",1.0
51,51.0,I think tonight was a very good start.,0.0
52,52.0,"Yeah, turns out half a dozen menorahs really sets a mood.",1.0
53,53.0,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0.0
54,54.0,"I'm sorry, I am not going back to the Renaissance fair.",0.0
55,55.0,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",1.0
56,56.0,It's why my people wandered the desert for 40 years. Took that long to walk it off.,1.0
57,57.0,"All right, Amy's in charge of pricing and being 75.",1.0
58,58.0,"And if I had a friend, they might have told me that.",0.0
59,59.0,Then buckle up; you're in for a cranky night.,0.0
60,60.0,"Oh, just put it in your mouth and pop it like a zit.",0.0
61,61.0,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",1.0
62,62.0,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",0.0
63,63.0,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",0.0
64,64.0,"Wow, there's a Denny's in Vegas you can actually get married in.",0.0
65,65.0,You were very clear. As was everyone else at the table.,0.0
66,66.0,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",1.0
67,67.0,"Maybe when I publish it, I'll include an inhaler.",1.0
68,68.0,I don't know. It just died. I'm getting a bunch of static.,0.0
69,69.0,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",1.0
70,70.0,The big deal is that nobody touches food on my plate.,0.0
71,71.0,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,1.0
72,72.0,How nice. Maybe they can carpool when they visit you in federal prison.,1.0
73,73.0,"Sheldon, if you were a robot, and I knew and you didn't...",0.0
74,74.0,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",0.0
75,75.0,The blunt instrument that will be the focus of my murder trial?,1.0
76,76.0,Would it work if I just punched you in the face?,0.0
77,77.0,Answering the question once and for all why Wolowitz bailed out of medical school.,0.0
78,78.0,My aunt Marion gave them to me for my 12th birthday.,0.0
79,79.0,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,1.0
80,80.0,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",1.0
81,81.0,"""Dave."" Sounds like Leonard's got a new BFF.",1.0
82,82.0,"If you don't like this stuff, let's go next door and build her a bear.",1.0
83,83.0,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""",1.0
84,84.0,No. The dark crescent-shaped patterns under your arms conceal it nicely.,1.0
85,85.0,Why don't you just lie down on the floor and swim there?,1.0
86,86.0,I hope I'm a waitress at the Cheesecake Factory for my whole life.,1.0
87,87.0,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1.0
88,88.0,There's no hurry. Tell them more about their secret love for each other.,0.0
89,89.0,"Kind of makes you feel more alive, doesn't it?",1.0
90,90.0,"How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",1.0
91,91.0,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",1.0
92,92.0,"Excuse me, but what about me? Why don't I get a shot?",0.0
93,93.0,"So? Do cocaine smugglers write ""cocaine"" on the box?",1.0
94,94.0,Thank you so much for giving me the opportunity to help.,0.0
95,95.0,You know this can go on all night. Why don't you just come with us?,0.0
96,96.0,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,0.0
97,97.0,"You think ""coffee,"" means coffee. That is so sweet.",1.0
98,98.0,"You don't really believe in that superstition, do you?",0.0
99,99.0,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",1.0
100,100.0,Hardly a day goes by when I don't think about it.,1.0
101,101.0,"Sure, maybe a tableau of me trying to pummel you to death.",1.0
102,102.0,"Terrific, it's just that... I don't think Penny wants me to go.",0.0
103,103.0,What did you mean when you said you were going to miss me?,0.0
104,104.0,"Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",1.0
105,105.0,"Ooh, big talk from a man who was once treed by a chicken.",1.0
106,106.0,"No, I mean, we can always go back to being friends.",0.0
107,107.0,It's an iCal download. She can put it right in her phone.,1.0
108,108.0,"You know, I've always wanted to go to a Goth nightclub.",1.0
109,109.0,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",0.0
110,110.0,"- Chocolate? - No, I don't want any chocolate!",0.0
111,111.0,"Oh, you know, Goth stuff. Goth magazines, Goth music.",0.0
112,112.0,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1.0
113,113.0,When I have enough to destroy all the human toast on the Battlestar known as Galactica.,1.0
114,114.0,Seems like an awful lot of trouble to go through for intercourse.,0.0
115,115.0,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",1.0
116,116.0,"Not a great movie, but look at that beautiful desert.",0.0
117,117.0,Right. That was so good! Sweety and meaty at the same time.,0.0
118,118.0,"I'm sorry, fiddling with yourself in the bathtub is a real class act.",1.0
119,119.0,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",1.0
120,120.0,"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",1.0
121,121.0,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,1.0
122,122.0,"Okay, I got a bone to pick with you.",0.0
123,123.0,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",0.0
124,124.0,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0.0
125,125.0,"Sure, cut the foreigner in half. There's a billion more where he came from.",1.0
126,126.0,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",1.0
127,127.0,Don't you think looking for a new city to live in is a bit of an overreaction?,0.0
128,128.0,"I understand your point, but given a choice, Jews always go with Chinese food.",1.0
129,129.0,"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",1.0
130,130.0,Why don't you keep that stuff in the bathroom?,0.0
131,131.0,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",0.0
132,132.0,There a new girlfriend in there? 'Cause you might need one.,1.0
133,133.0,"Oh, I'm so glad you asked it like that. You.",1.0
134,134.0,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,1.0
135,135.0,"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.",0.0
136,136.0,"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",0.0
137,137.0,"So what, you're just gonna walk up and down the stairs?",0.0
138,138.0,"That's very thoughtful, but I think I'll finish my coffee first.",0.0
139,139.0,"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",1.0
140,140.0,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.",0.0
141,141.0,A lot of people are working on that research. So what is all this?,1.0
142,142.0,"Well, I'm sorry, too, but there's just no room for you in my wallet.",1.0
143,143.0,It was the kind of thing that makes it kind of hard to face her now.,0.0
144,144.0,"All right, all right. He can buy his own desk.",0.0
145,145.0,I just have a question. Does Bernadette ever talk about me?,0.0
146,146.0,"I've got some feelers out. In the meantime, listen to this.",0.0
147,147.0,He does it all the time. He's a cornucopia of social awkwardness.,0.0
148,148.0,I just want to ask you a few questions about Howard Wolowitz.,0.0
149,149.0,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",0.0
150,150.0,"...so anyway, to make a long story short, turns out I have an unusually firm cervix.",0.0
151,151.0,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.",0.0
152,152.0,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,0.0
153,153.0,"Well, I'm just glad you finally found yourself a keeper.",0.0
154,154.0,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0.0
155,155.0,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",1.0
156,156.0,"In the bedrooms of ten-year- old girls, where they belong.",1.0
157,157.0,"I don't know. Somebody bigger and... Yeah, sure. Why not you?",1.0
158,158.0,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.",0.0
159,159.0,I understand. Your loyalty is admirable. But what if I were to up the ante?,0.0
160,160.0,"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.",0.0
161,161.0,We might be starting to zero in on your problem.,1.0
162,162.0,"Hey, you taught me something. Who would have thought it?",1.0
163,163.0,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",1.0
164,164.0,Not to mention you'd have to power down on saturdays.,0.0
165,165.0,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.",1.0
166,166.0,"Yeah, but you were just sleeping, because I forboded you to have sex.",0.0
167,167.0,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",1.0
168,168.0,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?",1.0
169,169.0,"Yeah, it's a great time to be alive, isn't it?",1.0
170,170.0,I'm not saying that you're not fun. You're the most fun person I know.,0.0
171,171.0,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",1.0
172,172.0,"I'm sorry, Sheldon bought a loom and learned how to weave?",0.0
173,173.0,"Technically, yes. But, if you'll notice... It's reversible!",0.0
174,174.0,Just the latest copy of Applied Particle Physics quarterly.,1.0
175,175.0,"Oh, you know, that is so weird that yours came and mine didn't.",1.0
176,176.0,"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.",1.0
177,177.0,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",1.0
178,178.0,"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",1.0
179,179.0,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",1.0
180,180.0,I gargled with tequila and may have swallowed a teeny bit.,0.0
181,181.0,Thanks for clearing that up,1.0
182,182.0,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",1.0
183,183.0,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",1.0
184,184.0,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",1.0
185,185.0,Of course you do. You're a cutie pie! Any girl would be lucky to have you!,0.0
186,186.0,"Oh, I could so see you being the face of hemorrhoids.",1.0
187,187.0,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0.0
188,188.0,"When you're done copping a feel, that goes on my wrist.",1.0
189,189.0,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0.0
190,190.0,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0.0
191,191.0,Smart. Whisper so the deaf chick can't hear you.,1.0
192,192.0,It's just a privilege to watch your mind at work.,1.0
193,193.0,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,1.0
194,194.0,"You see betrayal in others, but not yourself.",1.0
195,195.0,I don't know what I'm going to do. I don't want to break up over this.,0.0
196,196.0,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",1.0
197,197.0,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0.0
198,198.0,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",0.0
199,199.0,"No, I'm just allergic to people who get Nobel Prizes for no good reason.",1.0
200,200.0,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",1.0
201,201.0,You have a thing of paper clips right there.,0.0
202,202.0,"Oh, my God, that's where I know you from.",1.0
203,203.0,"No. You mean this was all a ruse? Oh, how could I be so stu...",0.0
204,204.0,"Well, if you don't mind looking like an orange traffic cone, great.",1.0
205,205.0,"said horrible things about each other in public... all in all, a pretty magical night.",1.0
206,206.0,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",1.0
207,207.0,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",1.0
208,208.0,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,1.0
209,209.0,Sure. You want to see what all the scientists are wearing this year.,1.0
210,210.0,You'd think a winner could make a decent cup of cocoa.,1.0
211,211.0,"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",1.0
212,212.0,"No, but maybe she wants a man with a pocket watch.",0.0
213,213.0,"Well, yeah, sex with you is pretty great. Have you ever tried it?",0.0
214,214.0,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",0.0
215,215.0,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,1.0
216,216.0,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",1.0
217,217.0,Do you think Penny will come here and take care of us?,0.0
218,218.0,Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,0.0
219,219.0,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",1.0
220,220.0,"Oh, screw her. She's just lucky we let her hang out with us.",0.0
221,221.0,"I'm sorry, it's the bad boy attitude that comes with this hair.",0.0
222,222.0,I don't think I'll be able to stop thinking about it.,1.0
223,223.0,"Also instead of just living in your mother's house, you could actually live inside her body.",1.0
224,224.0,"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.",0.0
225,225.0," Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",1.0
226,226.0,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",0.0
227,227.0,"Darn. If you weren't busy, I'd ask you to join us.",1.0
228,228.0,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,0.0
229,229.0,I'm starting to get a sense of it.,1.0
230,230.0,"Well, if that's all it takes, it's a good thing you don't have a dog.",1.0
231,231.0,"Of course, it is... it's been in the news. And it's a very famous boson.",0.0
232,232.0,I didn't know they gave Nobel prizes for making boom-boom in the potty.,1.0
233,233.0,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",0.0
234,234.0,We've kind of been involved in a five-year experiment.,0.0
235,235.0,My limbic system wants to take your pants off.,0.0
236,236.0,"Okay, the NASA Web site says Howard's final descent has begun.",0.0
237,237.0,"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0.0
238,238.0,"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",0.0
239,239.0,that sounds a little funny to an American ear.,0.0
240,240.0,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""",0.0
241,241.0,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",1.0
242,242.0,"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.",0.0
243,243.0,"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",0.0
244,244.0,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?",0.0
245,245.0,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",0.0
246,246.0,Exactly what it was half an hour ago. It's like you're not even trying to get better.,1.0
247,247.0,I did. The guy at the liquor store said this stuff tastes great in coffee.,0.0
248,248.0,"Come on, let's just start walking. There's got to be a gas station or something nearby.",0.0
249,249.0,Why don't you ask Scotty to beam you up?,1.0
250,250.0,"Since it's not bee season, you can have my epinephrine.",0.0
251,251.0,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0.0
252,252.0,"Dumped her? What, did he use a forklift?",1.0
253,253.0,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,1.0
254,254.0,"Trust me, you're not Jewish. That's how they get you.",0.0
255,255.0,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",1.0
256,256.0,And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,0.0
257,257.0,We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,0.0
258,258.0,"Go out with me on one date, and I promise you, you'll see.",0.0
259,259.0,"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",1.0
260,260.0,"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",0.0
261,261.0,I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,1.0
262,262.0,"A lane frequented by liars. Like you, you big liar!",0.0
263,263.0,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,1.0
264,264.0,"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me "" Raiders of the Lost Ark "" for the first time.",1.0
265,265.0,It was very entertaining... despite the glaring story problem.,1.0
266,266.0,How do you not tear off his clothes and take him right here on this table?,1.0
267,267.0,"Not as relieved as I'm about to be. It's a brave new world, little lady.",0.0
268,268.0,"Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.",0.0
269,269.0,"I'm not going to bother him, I'm going to talk to him.",0.0
270,270.0,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",0.0
271,271.0,"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",1.0
272,272.0,Can we talk about something else? Do you know that I yodel?,0.0
273,273.0,I can't believe we wasted all that time on our Hulk costumes.,0.0
274,274.0,"People usually start a meeting with a joke, but you go ahead-- end with one.",0.0
275,275.0,"- Now?! - No, after my tongue has swollen to the size of a brisket!",1.0
276,276.0,What do you think I was gonna do at home?,0.0
277,277.0,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,1.0
278,278.0,"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",1.0
279,279.0,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",1.0
280,280.0,Whatever. Put us on the Internet. I've always wanted a wedding with a comment section.,1.0
281,281.0,"Wow! Well, marriage must agree with you. Well, you are just glowing.",1.0
282,282.0,Oh. That's so sweet of you.,0.0
283,283.0,That's ridiculous.,0.0
284,284.0,I don't know. Sounds pretty bad. Penny's back in her apartment all by herself.,0.0
285,285.0,"How am I supposed to sleep? I've been married less than 24 hours, and my wife isn't speaking to me.",0.0
286,286.0,Because we're broken up.,0.0
287,287.0,"Well, if you want to see less of me, maybe we should go out again.",0.0
288,288.0,"Oh, of course. Wouldn't want to intrude.",0.0
289,289.0,"Yeah, well, maybe she has interest in you.",0.0
290,290.0,"Dude, just because we're best friends doesn't mean that I have to tell you everything that goes on.",0.0
291,291.0,"Okay, that is the lamest excuse you could've possibly come up with.",0.0
292,292.0,That sounds nice.,0.0
293,293.0,"Oh. Oh, my God, that is the most beautiful thing anyone's ever said to me. Yeah?",0.0
294,294.0,She watched it.,0.0
295,295.0,It runs on syphilis?,1.0
296,296.0,India.,1.0
297,297.0,We don't have any of those.,0.0
298,298.0,"If there was a hidden compartment, don't you think you'd be stuffed in it by now?",1.0
299,299.0,You guys still aren't living together?,0.0
300,300.0,"Fine, I guess. I've been focusing on me.",0.0
301,301.0,"I've done it, like, a dozen times.",0.0
302,302.0,How long do you think you can keep it from him?,0.0
303,303.0,Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.,0.0
304,304.0,"I'll bet there's something around here that could be a ""lehver.""",0.0
305,305.0,We got a flat and couldn't get the tire off.,0.0
306,306.0,"now that Leonard and I are married, it kind of makes sense that we actually live together.",0.0
307,307.0,"Well, why don't you look at this as an opportunity? You had other roommates before Leonard. Maybe this is a chance to find someone new.",0.0
308,308.0,How could Archie defeat Predator?,0.0
309,309.0,"Well, it could be fun to try a little acoustic thing.",0.0
310,310.0,Footprints on the Moon.,0.0
311,311.0,"But I met with 11 people, and they all walked out.",0.0
312,312.0,"Well, it's Thai food night.",0.0
313,313.0,"No, of course not. I-I just feel bad. Well, so do I,",0.0
314,314.0,You really should've gone on the Internet and checked how long that kind of thing lives,1.0
315,315.0,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.,0.0
316,316.0,I still love it. I just think there's room for improvement.,0.0
317,317.0,"How can you say that? Amy's gone, and you two are married now, so it's only a matter of time before you're gone, too.",0.0
318,318.0,What are you saying? We're not coordinated enough to play sports?,0.0
319,319.0,"Why? You never thought you'd end up in a relationship, and then you met Amy. Maybe there's someone else out there for you.",0.0
320,320.0,Whoa! Walking up to a strange woman in a bar usually doesn't work.,0.0
321,321.0,What can it hurt?,0.0
322,322.0,I'm doing all right. I tried fencing today.,0.0
323,323.0,"Actually, he already did.",0.0
324,324.0,I've been told it's a good way to move on.,0.0
325,325.0,Sounds like you on Cinco de Mayo.,1.0
326,326.0,"Uh, he's Indian. We've already got one of those.",1.0
327,327.0,And I'm laughing like I did the first time I heard it.,1.0
328,328.0,When is your visa up?,1.0
329,329.0,"Fine, I'll leave. But it sounds like somebody needs a fresh diaper.",1.0
330,330.0,"No, pinch me!",1.0
331,331.0,"I told you if we were patient, he'd figure it out for himself.",1.0
332,332.0,Nobody knows. That's why he's number one.,1.0
333,333.0,"Oh, that's nice. Put that on her cake.",1.0
334,334.0,(CHUCKLES) Yeah. A grown man moving into his own apartment. It's crazy times. See ya!,1.0
335,335.0,"Yeah, he's as real as the fine I get when I use too much toilet paper.",1.0
336,336.0,Glad to hear it.,1.0
337,337.0,Really? The old Asian man is not your Meemaw?,1.0
338,338.0,"He never disappoints, does he?",1.0
339,339.0,"Relax, there's room for two babies in this group.",1.0
340,340.0,Maybe you should get a new doctor.,1.0
341,341.0,Oh. Is the impression that your first name is Pee-Wee?,1.0
342,342.0,"Great, so they own my idea for a T-shirt that says ""Dumb as a Bag of Geologists.""",1.0
343,343.0,Is there a switch on the back of his neck we don't know about?,1.0
344,344.0,so we brought you some lunch and we are gonna go look for 'em.,1.0
345,345.0,You may need this more than I do.,1.0
346,346.0,I'm surprised he let us conceive without him.,1.0
