,text,sarcasm
216,I can't believe we wasted all that time on our Hulk costumes.,0
217,"People usually start a meeting with a joke, but you go ahead-- end with one.",0
218,What do you think I was gonna do at home?,0
219,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,1
220,"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",1
221,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",1
222,"And of those few months, how long have you been a demented sex pervert?",0
223,"Let the dead man talk. So, why do you think that?",0
224,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",0
225,"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",1
226,"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",1
227,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!",1
228,"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.",1
229,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",0
230,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,0
231,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",1
232,That's how much buying a comic book store means to me.,0
233,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0
234,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,0
235,I don't need a reason-- it's my house.,0
236,"Boy, when you met Bernadette, the field of robotics really took a hit.",1
237,Let's not talk about this in front of our friends.,0
238,Maybe it's a good thing we came here. It's like a lesson in what not to do.,1
239,"Same as all of us, getting out of a car without underwear.",1
240,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",0
241,"Wow, he really went where no man has gone before.",0
242,"Well, he said it was a tribble. It could be a toupee, but either way, it's pretty cool.",0
243,"Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available.",1
244,"Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",1
245,"Next time I might be in a rush, it's good to have a few in the bank.",0
246,I'm listening to you snore. I'm wondering how I'll ever sleep without it.,1
247,"He probably got a new one. Finish your breakfast. Look, there's an entire section of my dashboard that doesn't have any syrup on it.",0
248,And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,1
249,"And I love that I work and do all the cleaning, and you're okay with that.",1
250,"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.",0
251,"I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",1
252,I love that you're too good to pee in the kitchen sink.,1
253,"So as they say, all good things must come to an end.",0
254,Doesn't Professor Abbott's family want any of this stuff?,0
255,"I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",0
256,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",1
257,Are you sure a dummy like me can handle something as complicated as a blanket?,1
258,"No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",1
259,Is that why you had to take him to Office Depot last night?,0
260,"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",0
261,"And how difficult it is to do when she's bloated, cranky and crampy?",0
262,"I've, uh, created some other user accounts so I can post positive comments about their paper.",0
263,The answer's in this puzzle box. Let's see if you can open it.,1
264,"No, Stuart picked out those throw pillows all on his own.",1
265,"Not much, but he seemed to be in a pretty good place.",0
266,"I don't know, perhaps somebody took it off the carousel by mistake?",0
267,This is why I've been saying we should keep champagne on ice.,1
268,"Yeah, turns out half a dozen menorahs really sets a mood.",1
269,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0
270,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",1
271,It's why my people wandered the desert for 40 years. Took that long to walk it off.,1
272,"All right, Amy's in charge of pricing and being 75.",1
273,"And if I had a friend, they might have told me that.",0
274,Then buckle up; you're in for a cranky night.,0
275,"Oh, just put it in your mouth and pop it like a zit.",0
276,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",1
277,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",0
278,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",0
279,"Wow, there's a Denny's in Vegas you can actually get married in.",0
280,"I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",1
281,You have to stop the Q-Tip when there is resistance,1
282,"Joey if I go first, I want to be looking for my keys",1
283,Yes yes it is! In Prison!!,1
284,"Uh, so how many cameras are actually on you.",1
285,But younger than some buildings!,1
286,"And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",0
287,Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.,0
288,Sounds like she has got the whole package!,1
289,Yeah either that or gloria estefan was right eventually the rhythm is going to get you,1
290,I'd miss you if I broke up with you. Just trying to be supportive.,0
291,"Oh, uh, no thanks. I just had an M&M.",1
292,"Okay, but if you are not coming back soon, there is pretty much nothing I can do about it",1
293,You can't do anything.,0
294,I'll catch you guys later.,0
295,Really?,0
296,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",1
297,"Oh my god, you almost gave me a heart attack!",1
298,Janice? Janice?,1
299,"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",1
300,"And sometimes I would want you to steal third, and I'll go like this.",1
301,Crazy bitch!,1
302,"Yes, the doctor's say if they remove it, he will die!",1
303,And I just won a million dollars!,0
304,You sure he is going to be able to crack that code?,1
305,"These people find out that a spelling game is going over there, there will be nobody left at our party.",1
306,"Oh, wait a minute, I have no one.",1
307,Actually I yesterday I was smoking again. Today I am smoking still.,1
308,"Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",1
309,"I thought if I littered, that crying Indian might come by and save us.",1
310,Huh! Whats dufus speled backwards?,1
311,"Oh no, now its not gonna make any sense",1
312,"Nope, that patch is no good.",1
313,"If that doesn't keep kids in school, what will?",1
314,"Hey, my father's house does that.",0
315,Were you so late because you were burying this woman?,1
316,I am so confused as to what we have been doing so far.,1
317,A tshirt that says - I don't belong here.,1
318,"Oh Oh, I am convinced!",1
319,Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!,0
320,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",1
321,And the bunny got away!,1
322,And you are gonna make them all disappear.,1
323,"Wow you look just like your son, Mrs. Tribbiani",1
324,Your makeup?,1
325,I'm sorry man there is never a good time to have to .. Stop catching on fire.,1
326,Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,1
327,"See now that I see crying over, but Bambi, is a cartoon.",1
328,"Because his penis was too big. I am sorry, thatÕs the kind of thing I do.",0
329,"Oh hurry up, I want to sign that.",1
330,"Nice jon Joe, you are quite the craftsman!",1
331,Well thank God your livelihood doesn't depend on it.,1
332,Oh I left them in my bulldozer .. I don't have tools!,1
333,"We were wondering what was taking so long with the gift, but now we understand you were doing this.",1
334,Oh tons. I am quite the woodsman.,1
335,If only there was something in your head to control the things you say.,1
336,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",1
337,"I am sorry, we donÕt have your sheep.",1
338,"No, rabies.",1
339,Was that place the sun?,1
340,Maybe he was nervous.,1
341,"No you are not Chandler, we still love you Chandler",1
342,We got a box.,0
343,I was saying the actual words,1
344,His legs flail about as if independent from his body,0
345,"Yes you can. You're thinking about time, you can't go back in time.",0
346,Did I wake you?,1
347,Great! Now we can do laundry all night. All night laundry!,1
348,"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",1
349,"You know some might find it amusing, I myself find it regular.",1
350,"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.",1
351,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",1
352,It was an accident. Not like I was across the street with a telescope and a box of donuts.,1
353,"Hey, that's Joincidence with a C",1
354,"The Jamestown colony of Virginia. You see King George is giving us the land, so.",1
355,"Dear god, this parachute is a knapsack",1
356,"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",1
357,"No, no, I am just looking for a man to draw on me with chalk.",1
358,"I am telling you, when she leaned back, I could see her brain",1
359,Me? I am gonna die alone!,1
360,Spanish midgets wrestling Julie! Okay yes I see how they got there.,1
361,"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",1
362,"A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.",0
363,See Joe that's why your parents told you not to jump on your bed!,0
364,"I just have to do one thing, really quickly, its not a big thing  ...  GET UP||",1
365,"No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",1
366,"Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",1
367,I think this is probably why Damone smokes in his cell alone.,1
368,Oh! Satan's minions at work again?,1
369,"Maybe it's a contest, you know? Like ""Collect all five"".",1
370,I guess you would know that or else we would be in a predicament room,1
371,We can? Ok I am trying that.,1
372,Oh yeah right. And what would my opening line be? Excuse me,1
373,Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,1
374,That's so funny because you look more like Joey Tribbiani man slash woman.,1
375,"No, no the actual cartoon character .. Of course the baloon.",1
376,That monkey has got a Ross on its ass!,1
377,"Okay, but If he asks, I am not going to lie.",0
378,"Oh, um, I don't care!",1
379,"You know once you are inside, you don't have to knock anymore.",1
380,We think it was trying to spell out monkey.,1
381,Dee. The sarcastic sister from What's Happening.,1
382,"Uh, okay. The fifth dentist caved and not they're all recommending Trident?",1
383,Ah your own brand of vigilante justice.,1
384,Did you tell her about the magical night that starts with the flush of every toilet?,1
385,"Oh I see, I thought you just really really liked your new couch.",1
386,"No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!",1
387,Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,1
388,And I think my testicles may be in here too,1
389,"ThatÕs good, just keep rubbing your head. That will turn back time",1
390,My duties?  All right.,0
391,Ok!,0
392,No way!,0
393,Oh.,0
394,The whole thing! Can we go?,1
395,"Great! Okay, here.",0
396,"Okay, does this look like a garbage can to you?",0
397,"Oh my God, wh-what happened?",0
398,"Oh boy, I just can't watch. It's too scary!",1
399,Yeah it would!,0
400,No!,0
401,Really!?,0
402,: Yeah.,0
403,What?  Why?,0
404,Oh! Oop!,0
405,What a baby.,0
406,I talk to you and nothin'.,0
407,Do you still wanna call  'em? I wanna call  'em.,0
408,"I'm just gonna throw it out, it's probably just a bunch of shampoo and...",0
409,"So, you're just Bing?",0
410,"All right, cut, let's pick again, pick again.",0
411,It's that whole sensitive thing.,0
412,Yeah. What-what should I do?,0
413,For what? For letting you throw me out of your office?,1
414,Like I have nothing better to do!,1
415,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",0
416,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",0
417,"Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.",0
418,What?!?!,0
419,"Ross-Ross, you have no idea what this means to me!",0
420,What would you give to a kid if he wanted a ticket to play with?,0
421,"Oh sure, go with the sissy.",1
422,I mean if you hadn't initiated it I-I-I know I would've.,0
423,DANGER,0
424,Yeah! Look!,0
425,You'd better act surprised.,0
426,Well what are you gonna do when he finds out he wasn't even asked?!,0
427,"Okay, you guys, just relax.  I doooo.",0
428,"Y'know what I mean, like dubbies?",0
429,"Excellent hole, Joe.",1
430,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",0
431,"Anyway, they want to take us out Saturday night! What do you say?",0
432,Thank you.,0
